정류소ID,업체명,노선번호,노선유형,정류소명,전체 승차 건수,초승 건수,환승 건수,전체 하차 건수,하차 건수,미태그 건수,lon,lat
200000116,대원고속,1009,직행좌석형시내버스,동신아파트,47,38,9,952,952,0,126.9941568,37.30229582
200000117,대원고속,1009,직행좌석형시내버스,북수원시장.효자문사거리,39,32,7,759,759,0,126.9909379,37.30632476
200000119,대원고속,1009,직행좌석형시내버스,동남아파트.북수원시장,486,446,40,14,14,0,126.9917157,37.30574487
200000120,대원고속,1009,직행좌석형시내버스,동신아파트,1118,1052,66,18,18,0,126.9941744,37.3026758
200000121,대원고속,65,일반형시내버스,송원중학교.수원서부교회,14015,13699,316,6866,6866,0,127.0033056,37.29593954
200000122,대원고속,65,일반형시내버스,수원미술전시관.만석공원,6169,5908,261,3484,3484,0,126.999392,37.29656124
200000123,대원고속,65,일반형시내버스,만석공원.정자초교.벽산아파트,9347,8550,797,5280,5280,0,126.9963585,37.29940106
200000124,대원고속,65,일반형시내버스,경남아너스빌.동신아파트,10966,10678,288,4450,4450,0,126.9968351,37.30348779
200000125,대원고속,65,일반형시내버스,벽산블루밍아파트,11104,10675,429,5205,5205,0,126.9951731,37.3055804
200000126,대원고속,65,일반형시내버스,북수원시장입구,12953,12005,948,6994,6994,0,126.9915945,37.30669835
200000127,대원고속,1009,직행좌석형시내버스,SK스카이뷰.SK아트리움,8490,7653,837,9444,9444,0,126.9883081,37.30937572
200000130,대원고속,1009,직행좌석형시내버스,SK스카이뷰.SK아트리움,8646,6489,2157,7809,7809,0,126.9887428,37.30920861
200000131,대원고속,65,일반형시내버스,북수원시장입구,7112,6233,879,13165,13165,0,126.992082,37.30654819
200000132,대원고속,65,일반형시내버스,벽산블루밍아파트,5091,4877,214,9041,9041,0,126.9950632,37.30571566
200000133,대원고속,65,일반형시내버스,경남아너스빌,4875,4478,397,12840,12840,0,126.99754409999998,37.30242752
200000135,대원고속,65,일반형시내버스,만석공원.정자초교.벽산아파트,6720,5391,1329,8880,8880,0,126.9967305,37.29951846
200000136,대원고속,65,일반형시내버스,만석공원.중부경찰서,1148,1108,40,3992,3992,0,126.9988001,37.2974307
200000137,대원고속,65,일반형시내버스,송원중학교.수원서부교회,6198,5992,206,13816,13816,0,127.0039146,37.2960927
200000138,대원고속,65,일반형시내버스,로얄팰리스,4864,4140,724,9116,9116,0,127.00760420000002,37.29569352
200000139,대원고속,65,일반형시내버스,장안문,18255,7257,10998,25934,25934,0,127.0133536,37.29030752
200000140,남양여객,50_2,일반형시내버스,보훈원복지타운.보훈요양원,86,81,5,2,2,0,127.0268055,37.2984605
200000141,남양여객,50_2,일반형시내버스,보훈교육원,2,0,2,112,112,0,127.025788,37.2964386
200000142,남양여객,50_2,일반형시내버스,경기남부보훈지청.경기도교육청,15,3,12,86,86,0,127.0220384,37.29457722
200000143,남양여객,50_2,일반형시내버스,수원농생고.수원북중학교,15,3,12,115,115,0,127.0208203,37.29354023
200000144,남양여객,50_2,일반형시내버스,교육청사거리,20,14,6,87,87,0,127.01829340000002,37.29172154
200000145,삼경운수(주),2007,직행좌석형시내버스,경기도보건환경연구원.북수원시장.광교산입구,9897,8946,951,6172,6172,0,126.9943398,37.30918503
200000146,삼경운수(주),2007,직행좌석형시내버스,경기도보건환경연구원.삼익아파트.광교산입구,6489,5343,1146,8558,8558,0,126.9944795,37.30947113
200000147,대원고속,1009,직행좌석형시내버스,장안고등학교,14,13,1,506,506,0,126.9948277,37.29236355
200000150,대원고속,65,일반형시내버스,로얄팰리스,9658,9285,373,5161,5161,0,127.0083201,37.29542735
200000151,대원고속,1009,직행좌석형시내버스,이목동.장안힐스테이트,4280,3967,313,4276,4276,0,126.9854597,37.31347227
200000152,대원고속,1009,직행좌석형시내버스,이목동.장안STX칸,6336,5734,602,6324,6324,0,126.9838514,37.3154544
200000164,성우운수(주),300_1,일반형시내버스,이목동차고지,38,34,4,134,134,0,126.9894035,37.32156852
200000165,성우운수(주),300_1,일반형시내버스,이목동차고지.이목동입구,23,22,1,0,0,0,126.9890801,37.32168639
200000166,남양여객,50_2,일반형시내버스,장안문,68,36,32,131,131,0,127.0158572,37.29016308
200000177,남양여객,50_2,일반형시내버스,장안문,152,131,21,178,178,0,127.0154387,37.29014117
200000178,남양여객,50_2,일반형시내버스,KB손해보험인재니움,152,143,9,52,52,0,127.0179438,37.29176664
200000179,남양여객,50_2,일반형시내버스,수원북중학교.수원농생고,155,141,14,12,12,0,127.0210909,37.29415389
200000180,남양여객,50_2,일반형시내버스,경기남부보훈지청.경기도교육청,66,60,6,12,12,0,127.0237303,37.29539685
200000181,남양여객,50_2,일반형시내버스,보훈교육원,131,125,6,4,4,0,127.0254373,37.29637483
200000182,남양여객,50_2,일반형시내버스,보훈원복지타운.보훈요양원,1,1,0,60,60,0,127.0271408,37.29861021
200000183,대원고속,1007,직행좌석형시내버스,장안공원,8007,5922,2085,11125,11125,0,127.0127396,37.28859857
200000184,삼경운수(주),2007,직행좌석형시내버스,수원종합운동장.로얄팰리스.아너스빌위즈,2885,2716,169,5375,5375,0,127.0087164,37.29605867
200000185,삼경운수(주),2007,직행좌석형시내버스,수원KT위즈파크.행정동우회관,2328,2130,198,2960,2960,0,127.0076593,37.29984085
200000186,삼경운수(주),2007,직행좌석형시내버스,수원KT위즈파크,4764,4112,652,6401,6401,0,127.008732,37.30051772
200000187,삼경운수(주),2007,직행좌석형시내버스,수원종합운동장.수원시체육회관.아너스빌위즈,5465,4757,708,3574,3574,0,127.0089197,37.29624895
200000188,삼경운수(주),2007,직행좌석형시내버스,장안문.느림보타운,3214,2330,884,83,83,0,127.0126094,37.2912807
200000189,대원고속,1007,직행좌석형시내버스,장안공원,3861,2311,1550,446,446,0,127.0130406,37.28850686
200000190,대원고속,1007,직행좌석형시내버스,화서문.장안공원,7660,6304,1356,7618,7618,0,127.0090949,37.28617338
200000191,삼경운수(주),300,좌석형시내버스,교육청사거리,4938,4247,691,4052,4052,0,127.0202445,37.29149712
200000192,삼경운수(주),300,좌석형시내버스,영화초등학교.한국건강관리협회,3652,3579,73,2503,2503,0,127.0151058,37.29614056
200000193,삼경운수(주),300,좌석형시내버스,수원KT위즈파크.수원종합운동장,3119,3054,65,1234,1234,0,127.0117398,37.29941608
200000194,삼경운수(주),2007,직행좌석형시내버스,경기일보.한일타운,13124,9600,3524,12346,12346,0,127.0049168,37.30405845
200000195,삼경운수(주),2007,직행좌석형시내버스,수일여중.한빛현요양병원.경기도융합과학교육원,6942,6408,534,7259,7259,0,127.0004706,37.30652068
200000196,삼경운수(주),2007,직행좌석형시내버스,한국가스안전공사,3676,3365,311,3075,3075,0,126.9974187,37.30785117
200000197,남양여객,400,일반형시내버스,우만주공4단지,3440,2743,697,4725,4725,0,127.0304022,37.29247831
200000200,삼경운수(주),2007,직행좌석형시내버스,장안지하차도.수원KT위즈파크,15093,13378,1715,8491,8491,0,127.0081737,37.30205268
200000202,대원고속,1007,직행좌석형시내버스,한국은행,5507,4998,509,3740,3740,0,127.0094399,37.28664966
200000204,대원고속,1009,직행좌석형시내버스,화서역.화서주공3단지,1262,1151,111,22,22,0,126.9920601,37.28663549
200000247,대원고속,1007_1,직행좌석형시내버스,연무동,98,89,9,737,737,0,127.0319494,37.29265914
200000266,대원고속,1009,직행좌석형시내버스,경기도립수원의료원.두견마을,21,20,1,774,774,0,126.9958059,37.29065938
200000271,삼경운수(주),2007,직행좌석형시내버스,동성아울렛,27,18,9,2489,2489,0,127.0122203,37.29134276
200000282,삼경운수(주),2007,직행좌석형시내버스,국세청삼거리.아주편한병원,2172,1983,189,2888,2888,0,126.9910019,37.31072586
200000321,성우운수(주),301,일반형시내버스,장안공원,2600,999,1601,3952,3952,0,127.0126087,37.28825551
201000001,삼경운수(주),300,좌석형시내버스,한마음외과,2297,2013,284,4151,4151,0,127.0208887,37.25477407
201000002,삼경운수(주),300,좌석형시내버스,세권사거리,1712,1554,158,2166,2166,0,127.0220781,37.25701997
201000003,삼경운수(주),300,좌석형시내버스,권선사거리.SK뷰아파트,1455,1381,74,2671,2671,0,127.0231476,37.2591432
201000004,삼경운수(주),300,좌석형시내버스,KT남수원지사,1584,1357,227,2191,2191,0,127.0241517,37.26115828
201000005,삼경운수(주),300,좌석형시내버스,KT남수원지사,2836,2655,181,2236,2236,0,127.0251345,37.26242609
201000006,삼경운수(주),300,좌석형시내버스,권선사거리.SK뷰아파트,3012,2944,68,2068,2068,0,127.0236702,37.25902893
201000007,삼경운수(주),300,좌석형시내버스,세권사거리,3198,3050,148,2521,2521,0,127.0219822,37.25581055
201000008,삼경운수(주),300,좌석형시내버스,한양아파트,1958,1903,55,936,936,0,127.02052659999998,37.25302643
201000009,삼경운수(주),300,좌석형시내버스,수원버스터미널,10086,8266,1820,9875,9875,0,127.0194909,37.25100107
201000010,삼경운수(주),300,좌석형시내버스,권선중학교,1078,1059,19,1922,1922,0,127.0183516,37.24901252
201000011,삼경운수(주),300,좌석형시내버스,공군관사,531,466,65,655,655,0,127.0178173,37.24290448
201000012,삼경운수(주),300,좌석형시내버스,권선동,339,323,16,251,251,0,127.0202195,37.23632562
201000013,삼경운수(주),300,좌석형시내버스,곡반정동입구,4938,4393,545,2069,2069,0,127.0217738,37.23336094
201000016,남양여객,400,일반형시내버스,오목천동태산아파트.서희스타힐스,2916,1736,1180,1956,1956,0,126.9628762,37.24582515
201000017,남양여객,400,일반형시내버스,수원여자대학입구,9,8,1,633,633,0,126.96563700000002,37.24671064
201000018,남양여객,400,일반형시내버스,고색초교.태산아파트,2259,1547,712,1389,1389,0,126.9796907,37.25064258
201000019,남양여객,400,일반형시내버스,신병원.대원.거산아파트,1897,1555,342,1932,1932,0,126.9838196,37.25183995
201000020,남양여객,400,일반형시내버스,공구유통타운.중앙자동차매매단지,447,341,106,383,383,0,126.9970998,37.25836862
201000022,남양여객,400,일반형시내버스,신병원.대원.거산아파트,4242,3936,306,1354,1354,0,126.984994,37.25186522
201000023,남양여객,400,일반형시내버스,고색초교.태산아파트,4820,4179,641,2877,2877,0,126.9799297,37.25043052
201000024,남양여객,400,일반형시내버스,수원여자대학교입구,1423,1265,158,602,602,0,126.9668655,37.2467921
201000025,남양여객,400,일반형시내버스,오목천동태산아파트.서희스타힐스,618,578,40,1710,1710,0,126.9642342,37.24600022
201000026,성우운수(주),909,좌석형시내버스,대명고등학교,1416,719,697,400,400,0,126.942303,37.29523331
201000028,성우운수(주),909,좌석형시내버스,구운사거리.농수산물유통센터,1995,619,1376,956,956,0,126.9685045,37.28559316
201000029,성우운수(주),909,좌석형시내버스,서수원버스터미널,2461,1769,692,1233,1233,0,126.9707955,37.28331212
201000030,대원고속,1009,직행좌석형시내버스,구운오거리.경기중소기업성장지원센터,3432,1649,1783,2098,2098,0,126.9740892,37.28140041
201000031,대원고속,1009,직행좌석형시내버스,웃거리,2600,1694,906,2479,2479,0,126.9789285,37.27708423
201000032,성우운수(주),909,좌석형시내버스,농촌진흥청,1293,352,941,1478,1478,0,126.9844315,37.27366936
201000033,성우운수(주),909,좌석형시내버스,농촌진흥청,839,458,381,2390,2390,0,126.9842711,37.27339257
201000034,대원고속,1009,직행좌석형시내버스,웃거리,2828,2599,229,2520,2520,0,126.9788366,37.27673716
201000035,대원고속,1009,직행좌석형시내버스,구운오거리.경기중소기업성장지원센터,2776,2572,204,3762,3762,0,126.9742361,37.28093129
201000036,성우운수(주),909,좌석형시내버스,구운사거리.농수산물유통센터,621,518,103,1627,1627,0,126.9685959,37.28487933
201000040,삼경운수(주),300,좌석형시내버스,비상활주로.곡반정동입구,3030,1142,1888,2161,2161,0,127.0214469,37.23301861
201000041,삼경운수(주),300,좌석형시내버스,공군관사,137,125,12,863,863,0,127.0173009,37.24286962
201000042,삼경운수(주),300,좌석형시내버스,권선중학교,1398,1169,229,1245,1245,0,127.0178134,37.24892357
201000043,삼경운수(주),300,좌석형시내버스,수원버스터미널,10913,9883,1030,7422,7422,0,127.0190299,37.25123244
201000044,성우운수(주),301,일반형시내버스,신곡동,1181,1059,122,3434,3434,0,127.012492,37.2492085
201000045,남양여객,5_2,일반형시내버스,세류사거리,1472,1125,347,3240,3240,0,127.0099438,37.25439261
201000046,남양여객,5_2,일반형시내버스,새터마을,1266,1149,117,4062,4062,0,127.0085253,37.25512474
201000047,남양여객,5_2,일반형시내버스,세류중학교.아세아시멘트,896,843,53,2984,2984,0,127.0054013,37.25853316
201000048,남양여객,5_2,일반형시내버스,세류중학교.아세아시멘트,1840,1762,78,939,939,0,127.0056121,37.25867434
201000049,남양여객,5_2,일반형시내버스,새터마을,5807,5652,155,1190,1190,0,127.0086243,37.25569229999999
201000050,남양여객,5_2,일반형시내버스,세류사거리,6851,6149,702,2983,2983,0,127.0103201,37.25469051
201000051,성우운수(주),301,일반형시내버스,신곡동,3611,3442,169,1050,1050,0,127.012547,37.24977007
201000052,성우운수(주),301,일반형시내버스,세류역,6474,4720,1754,3754,3754,0,127.0147048,37.24442836
201000055,성남시내버스(주),4000,직행좌석형시내버스,농수산물시장,0,0,0,61,61,0,127.029815,37.25675503
201000064,남양여객,400,일반형시내버스,고색파출소.종합공구단지,485,453,32,728,728,0,126.9867233,37.25265616
201000073,수원여객,11_1,일반형시내버스,큰갓띠,6,6,0,25,25,0,126.95123390000002,37.29475499
201000076,성우운수(주),909,좌석형시내버스,입북동입구,38,32,6,410,410,0,126.9604957,37.29161651
201000077,성우운수(주),909,좌석형시내버스,대명고등학교,422,274,148,1089,1089,0,126.9432293,37.29368584
201000078,성우운수(주),909,좌석형시내버스,입북동입구,517,310,207,415,415,0,126.9609189,37.29198538
201000110,성남시내버스(주),4000,직행좌석형시내버스,수원가구거리,49,49,0,3,3,0,127.0274597,37.25887369
201000116,성우운수(주),909,좌석형시내버스,서수원버스터미널,2444,2009,435,3310,3310,0,126.9708633,37.28290668
201000122,대원고속,1009,직행좌석형시내버스,고색동태산아파트.도로교통관리사업소,95,21,74,1223,1223,0,126.9758924,37.25061587
201000125,대원고속,1009,직행좌석형시내버스,권선구청.한봄고등학교,54,40,14,4,4,0,126.9738658,37.2571992
201000126,대원고속,1009,직행좌석형시내버스,도로교통관리사업소,1227,806,421,442,442,0,126.976283,37.25060971
201000130,대원고속,1007,직행좌석형시내버스,청구1차아파트,30,25,5,270,270,0,126.9692803,37.24022905
201000143,수원여객,11_1,일반형시내버스,곡반정동차고지,763,497,266,121,121,0,127.022802,37.2343605
201000144,수원여객,11_1,일반형시내버스,축산물유통센터입구,1504,1477,27,104,104,0,127.0286852,37.2406862
201000151,대원고속,1007,직행좌석형시내버스,오목천주공아파트,3,2,1,222,222,0,126.9639223,37.240287
201000152,대원고속,1007,직행좌석형시내버스,청구1차아파트,428,405,23,6,6,0,126.96800079999998,37.23999439999999
201000153,대원고속,1007,직행좌석형시내버스,오목초등학교,357,323,34,4,4,0,126.96389270000002,37.24011303
201000157,대원고속,1009,직행좌석형시내버스,서부경찰서.권선구청입구,10,3,7,115,115,0,126.9733881,37.25859672
201000171,대원고속,1009,직행좌석형시내버스,구운중학교,294,286,8,21,21,0,126.976483,37.27557215
201000172,대원고속,1009,직행좌석형시내버스,탑동초등학교.삼성아파트,248,235,13,34,34,0,126.9746436,37.27525783
201000173,대원고속,1009,직행좌석형시내버스,구운동주민센터.서수원도서관,531,185,346,59,59,0,126.9705647,37.2742733
201000178,수원여객,11_1,일반형시내버스,경기도건설본부.경기도동물위생시험소.칠보마을7단지,493,462,31,221,221,0,126.9405655,37.26754737
201000179,수원여객,11_1,일반형시내버스,LG빌리지1차.와이씨티칠보마을6단지아파트,659,622,37,230,230,0,126.9383614,37.27025084
201000180,수원여객,11_1,일반형시내버스,LG빌리지3차.모아미래도아파트,1277,1170,107,501,501,0,126.9380135,37.27387922
201000181,수원여객,11_1,일반형시내버스,모아미래도아파트.가온마을3단지,238,226,12,3125,3125,0,126.9416396,37.27508085
201000182,수원여객,11_1,일반형시내버스,당수동시민농장,40,37,3,204,204,0,126.9404088,37.2842368
201000183,수원여객,11_1,일반형시내버스,당수동삼정아파트,198,127,71,643,643,0,126.9438997,37.29140257
201000184,수원여객,11_1,일반형시내버스,당수동인정.한라.쌍용아파트,3107,2796,311,4926,4926,0,126.9408804,37.29189093
201000185,수원여객,11_1,일반형시내버스,입북동삼거리,273,259,14,222,222,0,126.9604598,37.29225241
201000186,대원고속,1009,직행좌석형시내버스,구운동성원아파트.일월먹거리촌,33,31,2,198,198,0,126.9747539,37.28209669
201000187,대원고속,1009,직행좌석형시내버스,구운동삼환아파트,60,55,5,376,376,0,126.9789935,37.28311574
201000188,대원고속,1009,직행좌석형시내버스,구운동삼환아파트,609,558,51,23,23,0,126.9781767,37.28265336
201000189,대원고속,1009,직행좌석형시내버스,구운동강남아파트,430,384,46,6,6,0,126.9752614,37.28198868
201000190,성우운수(주),301,일반형시내버스,세류사거리,1918,1490,428,3134,3134,0,127.0113413,37.25216694
201000191,남양여객,5_2,일반형시내버스,수원순복음교회,385,367,18,673,673,0,127.0361514,37.24561665
201000192,남양여객,5_2,일반형시내버스,수원버스터미널,4759,4167,592,6736,6736,0,127.0216746,37.24894553
201000193,남양여객,5_2,일반형시내버스,남수원초등학교,1575,1462,113,4357,4357,0,127.0166169,37.25076755
201000194,남양여객,5_2,일반형시내버스,세류2동주민센터,1436,1087,349,3075,3075,0,127.012726,37.25289527
201000195,남양여객,5_2,일반형시내버스,세류2동주민센터,2989,2858,131,988,988,0,127.0124511,37.25355684
201000196,남양여객,5_2,일반형시내버스,남수원초등학교,3286,3094,192,1587,1587,0,127.0168267,37.25116618
201000197,남양여객,5_2,일반형시내버스,수원버스터미널,5035,4621,414,2791,2791,0,127.0197156,37.24979622
201000198,남양여객,5_2,일반형시내버스,이마트,2909,2611,298,2067,2067,0,127.0229052,37.24907486
201000199,남양여객,5_2,일반형시내버스,선일초등학교,5887,4462,1425,3933,3933,0,127.0288936,37.24755833
201000200,남양여객,5_2,일반형시내버스,곡반초등학교,1921,1878,43,2409,2409,0,127.0366659,37.24599002
201000201,성우운수(주),301,일반형시내버스,세류2동.세류역환승주차장,283,192,91,1646,1646,0,127.0152893,37.2420174
201000202,성우운수(주),301,일반형시내버스,비행장입구.세류역,3934,1319,2615,4651,4651,0,127.01440929999998,37.2444525
201000203,성우운수(주),301,일반형시내버스,미영아파트,848,775,73,2317,2317,0,127.0134329,37.24708794
201000205,성남시내버스(주),4000,직행좌석형시내버스,수원시청역3번출구.서울보증보험,12,5,7,144,144,0,127.0311642,37.26041347
201000208,수원여객,11_1,일반형시내버스,대원아파트,113,85,28,457,457,0,127.0327749,37.24795736
201000209,남양여객,5_3,일반형시내버스,평생교육학습관.남수원중학교.온수골,927,625,302,989,989,0,127.0340713,37.25099709
201000210,남양여객,5_3,일반형시내버스,평생교육학습관.남수원중학교,1318,1209,109,683,683,0,127.0348765,37.25181124
201000211,남양여객,5_3,일반형시내버스,우남아파트,644,587,57,608,608,0,127.0331436,37.24775023
201000217,대원고속,1009,직행좌석형시내버스,탑동우방아파트,6,4,2,68,68,0,126.9712144,37.26880595
201000218,대원고속,1009,직행좌석형시내버스,탑동우방아파트,245,245,0,45,45,0,126.9716019,37.26874262
201000233,수원여객,11_1,일반형시내버스,한솔아파트.한림도서관,119,91,28,940,940,0,127.025129,37.23631245
201000234,수원여객,11_1,일반형시내버스,축산물유통센터.수원아이파크4단지,119,110,9,1174,1174,0,127.0283662,37.24098198
201000235,수원여객,11_1,일반형시내버스,곡반중학교.수원아이파크,260,173,87,736,736,0,127.0313455,37.24514939
201000236,수원여객,11_1,일반형시내버스,곡반중학교.수원아이파크,618,560,58,561,561,0,127.0318072,37.24508374
201000237,수원여객,11_1,일반형시내버스,한솔아파트.한림도서관,505,485,20,21,21,0,127.0262077,37.23652288
201000238,수원여객,11_1,일반형시내버스,곡반정동차고지,1361,949,412,656,656,0,127.0225448,37.23427544
201000240,수원여객,11_1,일반형시내버스,당수동인정.한라.쌍용아파트,1130,1040,90,2750,2750,0,126.94074779999998,37.29225619
201000241,수원여객,11_1,일반형시내버스,당수동삼정아파트,206,195,11,196,196,0,126.9439249,37.29152132
201000242,수원여객,11_1,일반형시내버스,당수동시민농장,19,19,0,295,295,0,126.9408341,37.28346274
201000243,수원여객,11_1,일반형시내버스,가온마을3단지.모아미래도아파트,3314,2669,645,1027,1027,0,126.94184380000002,37.27492647
201000244,수원여객,11_1,일반형시내버스,LG빌리지2차.휴먼시아5단지아파트,712,642,70,1592,1592,0,126.938144,37.27311607
201000245,수원여객,11_1,일반형시내버스,와이씨티칠보마을6단지.LG빌리지1차아파트,357,305,52,815,815,0,126.9386756,37.26995429
201000252,대원고속,1009,직행좌석형시내버스,탑동초등학교.삼성아파트,61,54,7,239,239,0,126.9740061,37.2753492
201000253,대원고속,1009,직행좌석형시내버스,구운중학교,51,36,15,215,215,0,126.9771962,37.27593887
201000260,대원고속,1007,직행좌석형시내버스,국립축산과학원,2,2,0,3,3,0,126.9663063,37.23613487
201000268,남양여객,5_2,일반형시내버스,곡반중학교,2522,1763,759,1789,1789,0,127.034254,37.24608082
201000296,수원여객,11_1,일반형시내버스,상고렴사거리.곡선동주민센터,375,366,9,142,142,0,127.0304157,37.24279974
201000310,수원여객,11_1,일반형시내버스,입북동주민센터,197,167,30,993,993,0,126.95970859999998,37.29412331
201000311,수원여객,11_1,일반형시내버스,입북동주민센터,1171,1150,21,201,201,0,126.9594882,37.29455921
201000312,수원여객,11_1,일반형시내버스,웅비아파트,839,824,15,206,206,0,126.9580408,37.29765626
201000315,수원여객,11_1,일반형시내버스,경기대명고등학교,59,34,25,525,525,0,126.9416607,37.29374214
201000326,대원고속,1007,직행좌석형시내버스,오현초등학교,0,0,0,297,297,0,126.9681735,37.245513
201000327,대원고속,1007,직행좌석형시내버스,오현초등학교,497,468,29,5,5,0,126.9682635,37.24579235
201000330,수원여객,11_1,일반형시내버스,웅비아파트,140,119,21,653,653,0,126.95819109999998,37.29767751
201000336,남양여객,400,일반형시내버스,공구유통타운.중앙자동차매매단지,647,558,89,428,428,0,126.9970935,37.25786531
201000337,수원여객,11_1,일반형시내버스,경기도건설본부.경기도동물위생시험소.칠보마을7단지,239,226,13,420,420,0,126.9415628,37.2676768
201000341,남양여객,400,일반형시내버스,고색동입구,246,202,44,191,191,0,126.9901461,37.25328047
201000349,대원고속,1009,직행좌석형시내버스,우림.대한아파트,7,5,2,85,85,0,126.9779732,37.24588032
201000350,대원고속,1009,직행좌석형시내버스,우림.대한아파트,177,157,20,2,2,0,126.9778248,37.24734087
201000352,대원고속,1009,직행좌석형시내버스,산업단지중앙로,113,111,2,11,11,0,126.977848,37.24092784
201000353,대원고속,1009,직행좌석형시내버스,산업단지중앙로,7,7,0,144,144,0,126.9776779,37.24114151
201000355,대원고속,1009,직행좌석형시내버스,수원산업단지육교앞,3,3,0,100,100,0,126.9790863,37.24350226
201000356,성우운수(주),301,일반형시내버스,미영아파트,3403,3246,157,1166,1166,0,127.0135969,37.24735566
201000357,수원여객,11_1,일반형시내버스,수원은혜교회.한양수자인파크원아파트,541,491,50,697,697,0,126.953978,37.26601644
201000358,수원여객,11_1,일반형시내버스,한양수자인파크원아파트.금호초등학교,990,925,65,539,539,0,126.9527161,37.2659687
201000365,남양여객,400,일반형시내버스,서수원주민편익시설,181,135,46,624,624,0,126.9727555,37.24838346
201000368,수원여객,11_1,일반형시내버스,상고렴사거리.수원아이파크시티4단지,29,25,4,527,527,0,127.0296303,37.24245158
201000369,수원여객,11_1,일반형시내버스,서수원자이아파트,515,498,17,2064,2064,0,126.9588287,37.29644813
201000370,수원여객,11_1,일반형시내버스,서수원자이아파트,2282,2258,24,392,392,0,126.9589379,37.29599386
201000371,수원여객,11_1,일반형시내버스,큰갓띠,8,8,0,117,117,0,126.9513138,37.29466667
201000372,수원여객,11_1,일반형시내버스,당수동,0,0,0,60,60,0,126.944845,37.29404131
201000384,성남시내버스(주),4000,직행좌석형시내버스,권선보성.두산동아.신우아파트,1,1,0,104,104,0,127.0273412,37.25097769
201000389,남양여객,400,일반형시내버스,고색동입구,121,98,23,201,201,0,126.9899781,37.25355075
