정류소ID,업체명,노선번호,노선유형,정류소명,전체 승차 건수,초승 건수,환승 건수,전체 하차 건수,하차 건수,미태그 건수,lon,lat
200000163,경진여객운수(주),7790,직행좌석형시내버스,삼성아파트,4248,4209,39,723,723,0,126.9701602,37.29256555
200000166,남양여객,11,일반형시내버스,장안문,941,514,427,2555,2555,0,127.0158572,37.29016308
200000177,남양여객,11,일반형시내버스,장안문,2719,2398,321,2972,2972,0,127.0154387,37.29014117
200000178,남양여객,11,일반형시내버스,KB손해보험인재니움,2799,2681,118,408,408,0,127.0179438,37.29176664
200000179,남양여객,11,일반형시내버스,수원북중학교.수원농생고,3108,2900,208,135,135,0,127.0210909,37.29415389
200000180,남양여객,11,일반형시내버스,경기남부보훈지청.경기도교육청,973,898,75,151,151,0,127.0237303,37.29539685
200000181,남양여객,11,일반형시내버스,보훈교육원,1922,1842,80,89,89,0,127.0254373,37.29637483
200000182,남양여객,11,일반형시내버스,보훈원복지타운.보훈요양원,4,2,2,1482,1482,0,127.0271408,37.29861021
200000183,경기고속,700_2,일반형시내버스,장안공원,7734,5736,1998,16238,16238,0,127.0127396,37.28859857
200000184,경진여객운수(주),7790,직행좌석형시내버스,수원종합운동장.로얄팰리스.아너스빌위즈,657,591,66,13901,13901,0,127.0087164,37.29605867
200000185,경진여객운수(주),7790,직행좌석형시내버스,수원KT위즈파크.행정동우회관,337,310,27,6705,6705,0,127.0076593,37.29984085
200000186,경진여객운수(주),3000,직행좌석형시내버스,수원KT위즈파크,17456,16703,753,1081,1081,0,127.008732,37.30051772
200000187,경진여객운수(주),3000,직행좌석형시내버스,수원종합운동장.수원시체육회관.아너스빌위즈,17313,16179,1134,551,551,0,127.0089197,37.29624895
200000188,경기고속,8401,직행좌석형시내버스,장안문.느림보타운,14052,10433,3619,418,418,0,127.0126094,37.2912807
200000189,경기고속,700_2,일반형시내버스,장안공원,13472,7852,5620,5573,5573,0,127.0130406,37.28850686
200000190,경기고속,700_2,일반형시내버스,화서문.장안공원,15344,13946,1398,8983,8983,0,127.0090949,37.28617338
200000194,경기고속,8401,직행좌석형시내버스,경기일보.한일타운,1252,1132,120,28321,28321,0,127.0049168,37.30405845
200000195,경진여객운수(주),7790,직행좌석형시내버스,수일여중.한빛현요양병원.경기도융합과학교육원,394,360,34,12462,12462,0,127.0004706,37.30652068
200000196,경진여객운수(주),3000,직행좌석형시내버스,한국가스안전공사,235,222,13,6514,6514,0,126.9974187,37.30785117
200000197,경기고속,700_2,일반형시내버스,우만주공4단지,8807,7252,1555,5336,5336,0,127.0304022,37.29247831
200000200,경진여객운수(주),7790,직행좌석형시내버스,장안지하차도.수원KT위즈파크,1286,1205,81,20888,20888,0,127.0081737,37.30205268
200000202,경기고속,700_2,일반형시내버스,한국은행,7330,6811,519,8102,8102,0,127.0094399,37.28664966
200000203,경진여객운수(주),7770,직행좌석형시내버스,세한교회,7,5,2,405,405,0,126.9804338,37.28450024
200000247,경기고속,720_1,일반형시내버스,연무동,5564,5129,435,3081,3081,0,127.0319494,37.29265914
200000251,경진여객운수(주),7790,직행좌석형시내버스,수원고용노동청,476,339,137,11663,11663,0,126.9728456,37.30251694
200000271,경기고속,8401,직행좌석형시내버스,동성아울렛,297,157,140,13213,13213,0,127.0122203,37.29134276
200000276,경진여객운수(주),7790,직행좌석형시내버스,동원고교.해우재입구,317,159,158,598,598,0,126.9836327,37.3172166
200000282,경진여객운수(주),7790,직행좌석형시내버스,국세청삼거리.아주편한병원,148,129,19,5332,5332,0,126.9910019,37.31072586
200000291,(주)용남고속버스라인,3003,직행좌석형시내버스,백선교회,150,109,41,225,225,0,126.9780321,37.31149436
200000292,경진여객운수(주),7790,직행좌석형시내버스,백선교회,51,40,11,1164,1164,0,126.9776909,37.3116101
200000305,경진여객운수(주),7790,직행좌석형시내버스,삼성1차아파트,107,102,5,1989,1989,0,126.9698597,37.29309988
200000321,경기고속,8401,직행좌석형시내버스,장안공원,2505,1832,673,101,101,0,127.0126087,37.28825551
201000001,(주)용남고속버스라인,7002,직행좌석형시내버스,한마음외과,0,0,0,44,44,0,127.0208887,37.25477407
201000007,(주)용남고속버스라인,7002,직행좌석형시내버스,세권사거리,9,8,1,0,0,0,127.0219822,37.25581055
201000008,(주)용남고속버스라인,7002,직행좌석형시내버스,한양아파트,16,15,1,0,0,0,127.0205266,37.25302643
201000009,(주)용남고속버스라인,7002,직행좌석형시내버스,수원버스터미널,85,62,23,0,0,0,127.0194909,37.25100107
201000016,남양여객,400,일반형시내버스,오목천동태산아파트.서희스타힐스,1670,901,769,1260,1260,0,126.9628762,37.24582515
201000017,남양여객,400,일반형시내버스,수원여자대학입구,2,2,0,393,393,0,126.965637,37.24671064
201000018,경기고속,700_2,일반형시내버스,고색초교.태산아파트,2937,2310,627,4689,4689,0,126.9796907,37.25064258
201000019,경기고속,700_2,일반형시내버스,신병원.대원.거산아파트,1886,1571,315,6168,6168,0,126.9838196,37.25183995
201000020,경기고속,700_2,일반형시내버스,공구유통타운.중앙자동차매매단지,610,440,170,949,949,0,126.9970998,37.25836862
201000022,경기고속,700_2,일반형시내버스,신병원.대원.거산아파트,10157,9526,631,1623,1623,0,126.984994,37.25186522
201000023,경기고속,700_2,일반형시내버스,고색초교.태산아파트,10628,9117,1511,3633,3633,0,126.9799297,37.25043052
201000024,경기고속,700_2,일반형시내버스,수원여자대학교입구,6675,6242,433,991,991,0,126.9668655,37.2467921
201000025,남양여객,400,일반형시내버스,오목천동태산아파트.서희스타힐스,385,379,6,827,827,0,126.9642342,37.24600022
201000026,경원여객,110,좌석형시내버스,대명고등학교,2579,1709,870,3567,3567,0,126.942303,37.29523331
201000028,경원여객,110,좌석형시내버스,구운사거리.농수산물유통센터,1917,553,1364,1595,1595,0,126.9685045,37.28559316
201000029,경원여객,110,좌석형시내버스,서수원버스터미널,2009,1428,581,2096,2096,0,126.9707955,37.28331212
201000030,(주)용남고속버스라인,3003,직행좌석형시내버스,구운오거리.경기중소기업성장지원센터,3581,2042,1539,3127,3127,0,126.9740892,37.28140041
201000031,(주)용남고속버스라인,3003,직행좌석형시내버스,웃거리,3221,2366,855,3913,3913,0,126.9789285,37.27708423
201000032,경원여객,110,좌석형시내버스,농촌진흥청,1213,392,821,2588,2588,0,126.9844315,37.27366936
201000033,경원여객,110,좌석형시내버스,농촌진흥청,1552,911,641,2173,2173,0,126.9842711,37.27339257
201000034,(주)용남고속버스라인,3003,직행좌석형시내버스,웃거리,4972,4584,388,4211,4211,0,126.9788366,37.27673716
201000035,(주)용남고속버스라인,3003,직행좌석형시내버스,구운오거리.경기중소기업성장지원센터,4806,4494,312,5648,5648,0,126.9742361,37.28093129
201000036,경원여객,110,좌석형시내버스,구운사거리.농수산물유통센터,904,808,96,1776,1776,0,126.9685959,37.28487933
201000053,(주)용남고속버스라인,7002,직행좌석형시내버스,권선시장앞,0,0,0,25,25,0,127.0238201,37.25586851
201000054,(주)용남고속버스라인,7002,직행좌석형시내버스,권선아파트,0,0,0,37,37,0,127.0265732,37.25520919
201000055,(주)용남고속버스라인,7002,직행좌석형시내버스,농수산물시장,0,0,0,69,69,0,127.029815,37.25675503
201000056,(주)용남고속버스라인,7002,직행좌석형시내버스,농수산물시장,84,78,6,2,2,0,127.0301498,37.25699354
201000057,(주)용남고속버스라인,7002,직행좌석형시내버스,곡선새마을금고.권선자이e편한세상,67,66,1,1,1,0,127.0260644,37.25514616
201000064,경기고속,700_2,일반형시내버스,고색파출소.종합공구단지,469,427,42,2114,2114,0,126.9867233,37.25265616
201000076,경원여객,110,좌석형시내버스,입북동입구,533,498,35,678,678,0,126.9604957,37.29161651
201000077,경원여객,110,좌석형시내버스,대명고등학교,70,48,22,402,402,0,126.9432293,37.29368584
201000078,경원여객,110,좌석형시내버스,입북동입구,543,400,143,2144,2144,0,126.9609189,37.29198538
201000099,경진여객운수(주),7790,직행좌석형시내버스,칠보중학교.칠보고등학교,497,485,12,2152,2152,0,126.9448396,37.27416047
201000100,경진여객운수(주),7790,직행좌석형시내버스,가온마을4단지.서수원칠보체육관,111,107,4,925,925,0,126.9473314,37.27394934
201000101,경진여객운수(주),7790,직행좌석형시내버스,칠보입구,206,160,46,4509,4509,0,126.9600272,37.27264128
201000102,경진여객운수(주),7790,직행좌석형시내버스,구운동,1510,1491,19,494,494,0,126.9691631,37.27875062
201000105,경진여객운수(주),7790,직행좌석형시내버스,서수원터미널.이마트,1467,1195,272,661,661,0,126.9694622,37.28278118
201000106,경진여객운수(주),7790,직행좌석형시내버스,구운동하이마트,3963,2988,975,177,177,0,126.9692342,37.27527601
201000107,경진여객운수(주),7790,직행좌석형시내버스,구운사거리,592,543,49,324,324,0,126.9697043,37.28562914
201000116,경원여객,110,좌석형시내버스,서수원버스터미널,4471,3791,680,3481,3481,0,126.9708633,37.28290668
201000117,경진여객운수(주),7790,직행좌석형시내버스,구운사거리,45,13,32,652,652,0,126.9692835,37.28543816
201000122,경기고속,720_2,일반형시내버스,고색동태산아파트.도로교통관리사업소,626,363,263,3253,3253,0,126.9758924,37.25061587
201000125,(주)용남고속버스라인,3003,직행좌석형시내버스,권선구청.한봄고등학교,2688,2071,617,2791,2791,0,126.9738658,37.2571992
201000126,경기고속,720_2,일반형시내버스,도로교통관리사업소,2866,2299,567,1356,1356,0,126.976283,37.25060971
201000130,경기고속,720_2,일반형시내버스,청구1차아파트,1525,1266,259,5214,5214,0,126.9692803,37.24022905
201000131,경기고속,720_2,일반형시내버스,서호중학교,1674,1629,45,1098,1098,0,126.9888478,37.26643075
201000132,경기고속,720_2,일반형시내버스,농업유전자원센터.경기도기숙사.수원유스호스텔,1582,1550,32,527,527,0,126.9837022,37.26448459
201000133,경기고속,720_2,일반형시내버스,경기상상캠퍼스.푸른지대,717,705,12,120,120,0,126.9812165,37.26596655
201000134,경기고속,720_2,일반형시내버스,탑동사거리,6608,6544,64,1047,1047,0,126.9797826,37.26894898
201000135,경기고속,720_2,일반형시내버스,탑골1길,11204,11086,118,1664,1664,0,126.9776221,37.26922154
201000136,경기고속,720_2,일반형시내버스,우방아파트,15966,15491,475,4600,4600,0,126.9747248,37.2686803
201000137,경기고속,720_2,일반형시내버스,우방아파트,4792,4066,726,12003,12003,0,126.9748713,37.26889658
201000138,경기고속,720_2,일반형시내버스,탑골1길,1968,1934,34,11364,11364,0,126.9772726,37.2693386
201000139,경기고속,720_2,일반형시내버스,탑동입구,1415,1389,26,8267,8267,0,126.9799217,37.26902349
201000140,경기고속,720_2,일반형시내버스,경기상상캠퍼스.푸른지대,111,108,3,1513,1513,0,126.9813536,37.26614096
201000141,경기고속,720_2,일반형시내버스,경기도기숙사.수원유스호스텔.농업유전자원센터,127,125,2,1191,1191,0,126.983631,37.26462196
201000142,경기고속,720_2,일반형시내버스,서호중학교,1095,969,126,1905,1905,0,126.9886897,37.2665697
201000146,경진여객운수(주),7790,직행좌석형시내버스,칠보입구,3207,3051,156,207,207,0,126.9590046,37.27296977
201000149,경진여객운수(주),7790,직행좌석형시내버스,칠보마을8단지.서수원칠보체육관,2298,2257,41,335,335,0,126.9470393,37.27379557
201000150,경진여객운수(주),7790,직행좌석형시내버스,칠보중학교.칠보고등학교,2309,2218,91,425,425,0,126.9448258,37.27398383
201000151,경기고속,720_2,일반형시내버스,오목천주공아파트,866,670,196,2208,2208,0,126.9639223,37.240287
201000152,경기고속,720_2,일반형시내버스,청구1차아파트,4218,4030,188,1560,1560,0,126.9680008,37.2399944
201000153,경기고속,720_2,일반형시내버스,오목초등학교,2538,2312,226,1115,1115,0,126.9638927,37.24011303
201000157,(주)용남고속버스라인,3003,직행좌석형시내버스,서부경찰서.권선구청입구,1714,1255,459,3525,3525,0,126.9733881,37.25859672
201000163,경진여객운수(주),39,일반형시내버스,오목천동삼거리.수원여대입구,14,13,1,15,15,0,126.9657522,37.24616236
201000164,경기고속,700_2,일반형시내버스,오목천동사거리,6821,6377,444,3695,3695,0,126.9636895,37.24495124
201000165,경기고속,700_2,일반형시내버스,영신여자고교,5491,5092,399,1762,1762,0,126.9630259,37.24204599
201000166,경기고속,700_2,일반형시내버스,영신여자고교.청구아파트,1428,973,455,2183,2183,0,126.9628398,37.24202985
201000167,경기고속,700_2,일반형시내버스,오목천동사거리,4076,2440,1636,3773,3773,0,126.9635762,37.24482476
201000168,경기고속,700_2,일반형시내버스,수원여대입구,907,680,227,3618,3618,0,126.9652656,37.24597449
201000171,(주)용남고속버스라인,3003,직행좌석형시내버스,구운중학교,2164,2106,58,48,48,0,126.976483,37.27557215
201000172,(주)용남고속버스라인,3003,직행좌석형시내버스,탑동초등학교.삼성아파트,1852,1696,156,37,37,0,126.9746436,37.27525783
201000173,(주)용남고속버스라인,3003,직행좌석형시내버스,구운동주민센터.서수원도서관,695,498,197,119,119,0,126.9705647,37.2742733
201000178,경진여객운수(주),7790,직행좌석형시내버스,경기도건설본부.경기도동물위생시험소.칠보마을7단지,215,204,11,1499,1499,0,126.9405655,37.26754737
201000179,경진여객운수(주),7790,직행좌석형시내버스,LG빌리지1차.와이씨티칠보마을6단지아파트,533,502,31,2286,2286,0,126.9383614,37.27025084
201000180,경진여객운수(주),7790,직행좌석형시내버스,LG빌리지3차.모아미래도아파트,556,518,38,5576,5576,0,126.9380135,37.27387922
201000183,남양여객,11,일반형시내버스,당수동삼정아파트,3975,3890,85,551,551,0,126.9438997,37.29140257
201000184,남양여객,11,일반형시내버스,당수동인정.한라.쌍용아파트,9708,9530,178,1723,1723,0,126.9408804,37.29189093
201000186,(주)용남고속버스라인,3003,직행좌석형시내버스,구운동성원아파트.일월먹거리촌,45,39,6,1574,1574,0,126.9747539,37.28209669
201000187,(주)용남고속버스라인,3003,직행좌석형시내버스,구운동삼환아파트,100,84,16,3350,3350,0,126.9789935,37.28311574
201000188,(주)용남고속버스라인,3003,직행좌석형시내버스,구운동삼환아파트,3128,3033,95,100,100,0,126.9781767,37.28265336
201000189,(주)용남고속버스라인,3003,직행좌석형시내버스,구운동강남아파트,3016,2932,84,26,26,0,126.9752614,37.28198868
201000205,(주)용남고속버스라인,7002,직행좌석형시내버스,수원시청역3번출구.서울보증보험,4,3,1,116,116,0,127.0311642,37.26041347
201000217,(주)용남고속버스라인,3003,직행좌석형시내버스,탑동우방아파트,5,4,1,657,657,0,126.9712144,37.26880595
201000218,(주)용남고속버스라인,3003,직행좌석형시내버스,탑동우방아파트,1570,1549,21,27,27,0,126.9716019,37.26874262
201000229,경진여객운수(주),7790,직행좌석형시내버스,농수산물유통센터,1082,581,501,3238,3238,0,126.968974,37.28289491
201000244,경진여객운수(주),7790,직행좌석형시내버스,LG빌리지2차.휴먼시아5단지아파트,7727,7592,135,551,551,0,126.938144,37.27311607
201000245,경진여객운수(주),7790,직행좌석형시내버스,와이씨티칠보마을6단지.LG빌리지1차아파트,4189,4128,61,436,436,0,126.9386756,37.26995429
201000252,(주)용남고속버스라인,3003,직행좌석형시내버스,탑동초등학교.삼성아파트,49,34,15,1723,1723,0,126.9740061,37.2753492
201000253,(주)용남고속버스라인,3003,직행좌석형시내버스,구운중학교,61,32,29,1489,1489,0,126.9771962,37.27593887
201000256,경기고속,720_2,일반형시내버스,서호초등학교,1537,1075,462,2717,2717,0,126.9907088,37.26855577
201000257,경기고속,720_2,일반형시내버스,서호초등학교,5684,5180,504,2160,2160,0,126.9917314,37.26864057
201000260,경기고속,700_2,일반형시내버스,국립축산과학원,55,39,16,766,766,0,126.9663063,37.23613487
201000263,경기고속,720_2,일반형시내버스,센트라우스.서수원검사소,830,562,268,3661,3661,0,126.9948038,37.26960179
201000264,경기고속,720_2,일반형시내버스,센트라우스.서수원검사소,2686,2465,221,3207,3207,0,126.9949034,37.26945473
201000318,경진여객운수(주),7790,직행좌석형시내버스,구운동하이마트,137,116,21,2947,2947,0,126.9687694,37.27501888
201000336,경기고속,700_2,일반형시내버스,공구유통타운.중앙자동차매매단지,1078,907,171,648,648,0,126.9970935,37.25786531
201000337,경진여객운수(주),7790,직행좌석형시내버스,경기도건설본부.경기도동물위생시험소.칠보마을7단지,1715,1698,17,169,169,0,126.9415628,37.2676768
201000341,경기고속,700_2,일반형시내버스,고색동입구,410,349,61,237,237,0,126.9901461,37.25328047
201000347,경기고속,720_2,일반형시내버스,수원산업단지,1036,901,135,2235,2235,0,126.974081,37.24297995
201000348,경기고속,720_2,일반형시내버스,수원산업단지,1762,1605,157,843,843,0,126.9745163,37.24303173
201000349,경기고속,720_2,일반형시내버스,우림.대한아파트,1740,1296,444,3377,3377,0,126.9779732,37.24588032
201000350,경기고속,720_2,일반형시내버스,우림.대한아파트,3801,3578,223,1199,1199,0,126.9778248,37.24734087
201000357,경진여객운수(주),7790,직행좌석형시내버스,수원은혜교회.한양수자인파크원아파트,2717,2611,106,637,637,0,126.953978,37.26601644
201000358,경진여객운수(주),7790,직행좌석형시내버스,한양수자인파크원아파트.금호초등학교,917,868,49,2583,2583,0,126.9527161,37.2659687
201000359,경진여객운수(주),7790,직행좌석형시내버스,홈플러스서수원점,3289,3105,184,273,273,0,126.9556086,37.27475369
201000360,경진여객운수(주),7790,직행좌석형시내버스,홈플러스서수원점,421,370,51,3694,3694,0,126.9554763,37.27492813
201000364,경기고속,720_2,일반형시내버스,수원산업단지,1908,1879,29,1054,1054,0,126.9768482,37.24475555
201000365,경기고속,700_2,일반형시내버스,서수원주민편익시설,511,444,67,1427,1427,0,126.9727555,37.24838346
201000389,경기고속,700_2,일반형시내버스,고색동입구,136,118,18,552,552,0,126.9899781,37.25355075
201000390,경기고속,700_2,일반형시내버스,중보교.수원역자동차운전문학원,80,59,21,431,431,0,126.9946107,37.25576928
201000396,남양여객,11,일반형시내버스,대명고등학교,245,227,18,447,447,0,126.9414658,37.29383268
201000406,경진여객운수(주),7790,직행좌석형시내버스,능실마을16단지,65,56,9,234,234,0,126.955354,37.26178736
201000407,경진여객운수(주),7790,직행좌석형시내버스,능실마을16단지,2176,2163,13,302,302,0,126.9556498,37.26148362
201000408,경진여객운수(주),7790,직행좌석형시내버스,호매실마을14단지.장애인종합복지관,502,469,33,2933,2933,0,126.9571692,37.26274247
201000409,경진여객운수(주),7790,직행좌석형시내버스,호매실마을14단지.장애인종합복지관,3345,3045,300,425,425,0,126.9574307,37.26284511
201000410,경진여객운수(주),7790,직행좌석형시내버스,수원시보훈회관.호매실마을13단지,712,663,49,1835,1835,0,126.957331,37.26514791
201000411,경진여객운수(주),7790,직행좌석형시내버스,호매실마을13단지.수원시보훈회관,2728,2635,93,683,683,0,126.9576414,37.26534166
201000412,경진여객운수(주),7790,직행좌석형시내버스,모아미래도아파트.칠보마을5단지,1011,911,100,5771,5771,0,126.9409662,37.27432454
201000413,경진여객운수(주),7790,직행좌석형시내버스,칠보마을5단지.모아미래도아파트,4586,4436,150,1273,1273,0,126.940393,37.27412491
201000414,경진여객운수(주),7790,직행좌석형시내버스,금곡동주민센터.호매실파출소,4786,4650,136,827,827,0,126.9529224,37.2738406
201000415,경진여객운수(주),7790,직행좌석형시내버스,금곡동주민센터.호매실파출소,837,804,33,3636,3636,0,126.952916,37.27405294
201000420,(주)용남고속버스라인,7002,직행좌석형시내버스,수원버스터미널,3,2,1,118,118,0,127.019612,37.25235872
201000432,경기고속,700_2,일반형시내버스,동남아파트,226,183,43,4706,4706,0,127.000468,37.2608466
201000437,(주)용남고속버스라인,7002,직행좌석형시내버스,권선시장앞,20,19,1,0,0,0,127.0244332,37.25555311
201000442,경진여객운수(주),7790,직행좌석형시내버스,한양수자인파크원아파트.자목마을입구,1690,1680,10,196,196,0,126.9494138,37.26655771
201000445,(주)용남고속버스라인,3003,직행좌석형시내버스,서부공영차고지,83,68,15,477,477,0,126.962755,37.25547017
201000446,(주)용남고속버스라인,3003,직행좌석형시내버스,서부공영차고지,887,835,52,85,85,0,126.9629544,37.25531205
201000447,(주)용남고속버스라인,3003,직행좌석형시내버스,능실마을21단지.수원여대입구,465,354,111,1790,1790,0,126.9619426,37.2543164
201000448,(주)용남고속버스라인,3003,직행좌석형시내버스,능실마을21단지.수원여대입구,1484,1379,105,22,22,0,126.9620527,37.25422066
201000468,(주)용남고속버스라인,3003,직행좌석형시내버스,권선구청.경기종합노동복지회관,76,72,4,515,515,0,126.9706859,37.25628971
201000469,(주)용남고속버스라인,3003,직행좌석형시내버스,권선구청.경기종합노동복지회관,204,189,15,2,2,0,126.9707198,37.25607898
201000470,(주)용남고속버스라인,3003,직행좌석형시내버스,구운동주민센터.서수원도서관,45,24,21,860,860,0,126.9710897,37.27465449
201000472,(주)용남고속버스라인,7002,직행좌석형시내버스,수원남부버스공영차고지,1,1,0,0,0,0,127.0379755,37.24379017
201000486,경진여객운수(주),3000,직행좌석형시내버스,온정마을,189,188,1,13,13,0,126.9662942,37.25134157
201000487,경진여객운수(주),3000,직행좌석형시내버스,온정마을,2,2,0,210,210,0,126.9665129,37.25163324
201000488,경기고속,700_2,일반형시내버스,서수원주민편익시설,354,290,64,1099,1099,0,126.972375,37.24860669
201000492,경기고속,700_2,일반형시내버스,중보교.수원역자동차운전문학원,403,354,49,193,193,0,126.9949042,37.25562313
201000588,경진여객운수(주),39,일반형시내버스,수원역환승센터(2승강장),1977,917,1060,408,408,0,126.9992795,37.26540386
201000589,경기고속,700_2,일반형시내버스,수원역환승센터(3승강장),29648,13965,15683,28537,28537,0,126.9991544,37.26525343
201000590,남양여객,22,일반형시내버스,수원역환승센터(4승강장),15,8,7,423,423,0,126.9989374,37.26520446
201000592,남양여객,400,일반형시내버스,수원역환승센터(6승강장),5180,2580,2600,1556,1556,0,126.9985033,37.26542804
201000593,경기고속,700_2,일반형시내버스,수원역환승센터(7승강장),20335,13039,7296,42947,42947,0,126.9983419,37.26565057
202000001,경기고속,700_2,일반형시내버스,수원시평생학습관.창룡도서관.연무사회복지관,2796,2479,317,5071,5071,0,127.0271313,37.29142369
202000004,경기고속,720_1,일반형시내버스,아주대학교입구,3333,2205,1128,9873,9873,0,127.0439108,37.27587818
202000005,경기고속,720_1,일반형시내버스,아주대.아주대학교병원,17748,14464,3284,16833,16833,0,127.0437249,37.27861853
202000007,경기고속,720_2,일반형시내버스,성빈센트병원,18476,16819,1657,11360,11360,0,127.0271832,37.27710836
202000008,경기고속,720_2,일반형시내버스,동수원사거리,11753,10636,1117,8798,8798,0,127.0293924,37.27835284
202000010,(주)용남고속버스라인,7002,직행좌석형시내버스,수원시청역8번출구.씨네파크.헌혈의집,7,7,0,281,281,0,127.0324467,37.26378667
202000011,(주)용남고속버스라인,7002,직행좌석형시내버스,중소기업은행,19,17,2,295,295,0,127.0333947,37.26623723
202000012,(주)용남고속버스라인,7002,직행좌석형시내버스,인계삼성아파트.현대힐스테이트,31,31,0,107,107,0,127.0353134,37.27105723
202000013,(주)용남고속버스라인,7002,직행좌석형시내버스,청소년문화센터,29,26,3,91,91,0,127.0367447,37.27459995
202000014,경기고속,720_2,일반형시내버스,인계선경아파트,4670,4092,578,4375,4375,0,127.0366034,37.27688608
202000015,경기고속,720_2,일반형시내버스,수원고용복지플러스센터.동수원병원.라마다호텔,11948,10258,1690,8876,8876,0,127.0339336,37.2776175
202000016,경기고속,720_2,일반형시내버스,수원고용복지플러스센터.동수원병원.라마다호텔,9336,8661,675,8411,8411,0,127.0352026,37.2776329
202000017,경기고속,720_2,일반형시내버스,우만신성아파트,4867,4497,370,5949,5949,0,127.0370289,37.27709723
202000018,(주)용남고속버스라인,7002,직행좌석형시내버스,현대힐스테이트.인계삼성아파트,197,197,0,10,10,0,127.0356854,37.27103009
202000019,(주)용남고속버스라인,7002,직행좌석형시내버스,뉴코아아울렛,332,301,31,16,16,0,127.0335522,37.26552537
202000020,(주)용남고속버스라인,7002,직행좌석형시내버스,수원시청역9번출구.국민연금공단,255,221,34,10,10,0,127.0325139,37.26287661
202000021,(주)용남고속버스라인,7002,직행좌석형시내버스,수원시청역2번출구.벽산그랜드코아,139,134,5,10,10,0,127.031487,37.26023684
202000028,경남여객,66,일반형시내버스,팔달문.수원백병원,6971,4967,2004,9217,9217,0,127.0165912,37.27880543
202000029,경진여객운수(주),3000,직행좌석형시내버스,팔달문.이안과,3387,2844,543,205,205,0,127.0168244,37.27997087
202000030,경남여객,66,일반형시내버스,팔달문,10235,6867,3368,10249,10249,0,127.017306,37.27770284
202000031,경기고속,720_2,일반형시내버스,영동시장,13888,10175,3713,14516,14516,0,127.0185408,37.27535881
202000032,경기고속,720_1,일반형시내버스,효성초등학교,2754,2152,602,3202,3202,0,127.0395902,37.28206662
202000033,경기고속,720_1,일반형시내버스,수원월드컵경기장.동성중학교,3240,3130,110,1346,1346,0,127.0351776,37.28539527
202000034,경기고속,720_1,일반형시내버스,수원시평생학습관.우만주공아파트,7232,6602,630,2730,2730,0,127.0298492,37.29074949
202000035,경기고속,720_1,일반형시내버스,수원시평생학습관.우만주공아파트,2223,1398,825,4387,4387,0,127.0300859,37.29087414
202000036,경기고속,720_1,일반형시내버스,여권민원실.풍림아파트,3094,2939,155,4815,4815,0,127.0335333,37.28755753
202000037,경기고속,720_1,일반형시내버스,수원월드컵경기장.동성중학교,1943,1872,71,3392,3392,0,127.0360684,37.28500483
202000038,경기고속,720_1,일반형시내버스,효성초등학교,3960,2625,1335,4014,4014,0,127.0396347,37.28233601
202000039,경기고속,720_1,일반형시내버스,창현고교.아주대학교.유신고교,2493,2073,420,1944,1944,0,127.0421544,37.28085557
202000041,(주)용남고속버스라인,7002,직행좌석형시내버스,수원월드컵경기장.아름학교,1407,1322,85,1448,1448,0,127.0408134,37.28773677
202000042,(주)용남고속버스라인,7002,직행좌석형시내버스,수원월드컵경기장.아름학교,1148,1054,94,2606,2606,0,127.0404097,37.28678688
202000043,경기고속,700_2,일반형시내버스,월드컵경기장입구.우만아파트주공3단지,1784,1679,105,2688,2688,0,127.0325504,37.29238939
202000046,경기고속,720_2,일반형시내버스,우만동선경아파트,3802,3350,452,2827,2827,0,127.039888,37.27624435
202000047,남양여객,11,일반형시내버스,팔달문,14314,11547,2767,4480,4480,0,127.0162585,37.27738072
202000048,경남여객,10_2,일반형시내버스,2001아울렛,21526,14295,7231,17684,17684,0,127.021449,37.2754202
202000049,경기고속,720_2,일반형시내버스,우만동선경아파트,6074,2790,3284,7005,7005,0,127.0396532,37.27596145
202000050,경기고속,720_2,일반형시내버스,성빈센트병원,6511,5595,916,13984,13984,0,127.0261173,37.27635395
202000051,경남여객,10_2,일반형시내버스,2001아울렛,23314,16610,6704,15721,15721,0,127.0223714,37.27530409
202000052,경기고속,720_2,일반형시내버스,녹산문고앞,11962,7512,4450,16628,16628,0,127.0180991,37.27511504
202000053,경기고속,700_2,일반형시내버스,우만동4단지,12338,8278,4060,14283,14283,0,127.0309214,37.29224834
202000054,경기고속,720_1,일반형시내버스,여권민원실.풍림아파트,4975,4690,285,2056,2056,0,127.0331201,37.28746627
202000055,경기고속,700_2,일반형시내버스,창룡문.연무대,1253,1153,100,3840,3840,0,127.0242237,37.28724672
202000057,경기고속,700_2,일반형시내버스,팔달구청.수원화성박물관,4637,4180,457,2686,2686,0,127.0188663,37.28177407
202000058,경기고속,700_2,일반형시내버스,팔달구청.수원화성박물관,2686,2412,274,4300,4300,0,127.0189639,37.28200647
202000059,경기고속,700_2,일반형시내버스,매향동,2353,2290,63,1476,1476,0,127.0217658,37.28419911
202000060,경기고속,700_2,일반형시내버스,창룡문.연무대,2142,2065,77,1699,1699,0,127.0243242,37.28814344
202000061,경기고속,720_1,일반형시내버스,창현고교.아주대학교.유신고교,1181,994,187,3567,3567,0,127.0421848,37.28055563
202000073,경기고속,720_2,일반형시내버스,아주대입구.우리은행,21204,16196,5008,19158,19158,0,127.0423849,37.27539798
