정류소ID,업체명,노선번호,노선유형,정류소명,전체 승차 건수,초승 건수,환승 건수,전체 하차 건수,하차 건수,미태그 건수,lon,lat
202000079,(주)용남고속버스라인,7002,직행좌석형시내버스,청소년문화센터,78,76,2,5,5,0,127.0372996,37.27500318
202000081,경기고속,700_2,일반형시내버스,매향동,550,524,26,841,841,0,127.0208439,37.28243459
202000082,경기고속,720_2,일반형시내버스,한국전력경기사업본부.한라시그마팰리스,10057,8737,1320,15105,15105,0,127.0286947,37.277848
202000085,(주)용남고속버스라인,7002,직행좌석형시내버스,인계래미안노블클래스,1,0,1,19,19,0,127.0345175,37.26891882
202000086,(주)용남고속버스라인,7002,직행좌석형시내버스,인계래미안노블클래스,89,78,11,7,7,0,127.0347552,37.26880873
202000087,경기고속,700_2,일반형시내버스,남수동,985,947,38,1436,1436,0,127.0226515,37.28498553
202000088,경기고속,8401,직행좌석형시내버스,수원역,18634,11346,7288,365,365,0,127.0001122,37.26798551
202000091,(주)용남고속버스라인,7002,직행좌석형시내버스,월드메르디앙,216,194,22,23,23,0,127.0381287,37.27831574
202000092,(주)용남고속버스라인,7002,직행좌석형시내버스,월드메르디앙,53,52,1,218,218,0,127.0370451,37.28016427
202000097,남양여객,11,일반형시내버스,팔달문,5391,3033,2358,12493,12493,0,127.0170692,37.27715772
202000106,경남여객,66,일반형시내버스,수원역.AK플라자,38189,17399,20790,150,150,0,127.0009035,37.26736535
202000109,경기고속,700_2,일반형시내버스,화서문로터리,3165,2929,236,4636,4636,0,127.0072198,37.28427866
202000120,경진여객운수(주),3000,직행좌석형시내버스,수원역.헌혈의집,30646,17613,13033,981,981,0,127.0015854,37.26640078
202000201,경기고속,700_2,일반형시내버스,병무청입구.고등동행정복지센터,12583,11241,1342,16174,16174,0,127.0038846,37.2794386
202000202,경기고속,700_2,일반형시내버스,화서문로터리,6412,6006,406,7595,7595,0,127.0069927,37.28465852
202000203,경기고속,700_2,일반형시내버스,글로벌청소년드림센터.경기도지사공관,4080,3857,223,8204,8204,0,127.005742,37.28216547
202000204,경기고속,700_2,일반형시내버스,글로벌청소년드림센터.경기도지사공관,7635,7020,615,3727,3727,0,127.0060573,37.28217974
202000205,경기고속,700_2,일반형시내버스,화서시장.병무청입구.고등동행정복지센터,19123,15968,3155,8995,8995,0,127.0046281,37.28010598
202000206,경기고속,720_2,일반형시내버스,가족여성회관.이춘택병원.수원농협,9127,6703,2424,13290,13290,0,127.0142639,37.27159298
202000208,경기고속,720_2,일반형시내버스,수원역.노보텔수원,41735,16502,25233,109276,109276,0,126.9996078,37.26811186
202000211,경기고속,700_2,일반형시내버스,고등동사거리,1457,1320,137,2963,2963,0,127.0022226,37.27376516
202000212,경기고속,720_2,일반형시내버스,향교.팔달보건소.중앙침례교회,4702,3452,1250,5108,5108,0,127.0121329,37.27065612
202000213,경기고속,720_2,일반형시내버스,세무서.도청입구.신용회복위원회,13216,11433,1783,5504,5504,0,127.0077627,37.26897683
202000214,경기고속,720_2,일반형시내버스,세무서.도청입구.신용회복위원회,9127,6330,2797,28368,28368,0,127.0070258,37.26894987
202000215,경기고속,720_2,일반형시내버스,향교.팔달보건소.중앙침례교회,4185,3516,669,8052,8052,0,127.0117383,37.27071922
