mybi_id,bis_id,stn_nm,lon,lat
2508410,31592,신성리,127.03910549999999,35.89219012
2508430,31577,신유강,127.00220290000001,35.89078306
2508440,31578,신유강,127.0018239,35.89095507
2508450,31609,신중마을,127.1423838,35.89511686
2508460,31608,신중마을,127.1424505,35.89488999
2508470,31482,신흥마을,127.09476599999999,35.87798818
2508480,31480,신흥마을,127.0949787,35.8778542
2508490,31171,실내배드민턴장 조경단,127.13513219999999,35.85366463
2508500,31163,실내배드민턴장 조경단,127.13507859999999,35.85332241
2508510,31186,아래삼거리,127.19623689999999,35.8542283
2508520,31182,아래삼거리,127.19640600000001,35.85402895
2508530,30926,아중대우아파트,127.16767340000001,35.83422165
2508540,30913,아중대우아파트,127.1675838,35.83358
2508550,30854,아중역.한옥레일바이크,127.17539,35.830486
2508560,30858,아중역.한옥레일바이크,127.1747466,35.83095074
2508570,30789,아중제일2차아파트,127.167317,35.826386
2508600,30869,아중현대아파트,127.16792029999999,35.83178082
2508610,30966,안골,127.15480910000001,35.83654835
2508620,30972,안골,127.15536029999998,35.83675952
2508630,31260,야전리,127.10355759999999,35.85957322
2508640,31253,야전리.유니온시티,127.1045699,35.85885709
2508650,31261,양마마을,127.06798400000001,35.859572
2508660,31266,양마마을,127.067844,35.860110999999996
2508670,32132,양동마을,127.05431000000002,35.84359367
2508680,32131,양동마을,127.05466609999999,35.84343424
2508690,31154,전북어린이창의체험관.덕암,127.12603700000001,35.85265
2508700,31155,전북어린이창의체험관.덕암,127.125775,35.852746
2508710,30757,어은골,127.13220759999999,35.8244614
2508720,30758,어은골,127.13255890000002,35.8244905
2508730,31361,대한산업보건협회.푸른솔아파트,127.07449229999999,35.867854
2508740,31351,대한산업보건협회.푸른솔아파트,127.07484280000001,35.86722828
2508750,31540,연봉마을입구,127.1177341,35.88546297
2508760,32295,연봉마을,127.12102040000002,35.89082073
2508770,36343,연봉마을,127.12114790000001,35.8908754
2508780,31542,연봉마을입구,127.11768000000001,35.885571
2508790,31303,팔복예술공장.연탄공장,127.10129840000002,35.86347067
2508800,31304,연탄공장,127.1014597,35.86348636
2508810,31151,연화마을,127.129819,35.852287
2508820,31146,연화마을,127.129927,35.852081
2508830,31329,오송중.예비군훈련장 입구,127.1287752,35.86522573
2508840,31324,오송중.예비군훈련장 입구,127.12873,35.864837
2508850,31517,오매마을,127.1346716,35.88306647
2508860,31520,오매마을,127.1348122,35.88317201
2508870,31549,오신마을,127.03691040000001,35.886950299999995
2508890,31140,전라북도콘텐츠융합진흥원,127.077715,35.851903
2508910,32141,온빛초등학교,127.0574437,35.84257278
2508920,32142,온빛중학교,127.057775,35.842652
2508930,30660,아하마을,127.1967006,35.81881936
2508930,36481,아하마을,127.19677209999999,35.81890070000001
2508950,31447,용덕마을입구,127.0496399,35.87562024
2508960,31450,번영로용덕마을,127.04841270000001,35.87570467
2508970,31435,번영로용덕마을,127.0501002,35.87489681
2508980,31509,용신마을,127.05955349999999,35.88230462
2509000,30838,한국농수산대학후문,127.07069299999999,35.828694
2509010,30839,용흥마을,127.071176,35.829318
2509020,31413,용흥마을,127.11353799999999,35.873131
2509030,31415,용흥마을,127.1137621,35.87323252
2509040,31074,우아럭키아파트,127.164404,35.844924
2509050,31061,우아럭키아파트,127.16465600000001,35.844237
2509060,30888,우아롯데아파트,127.16810500000001,35.831899
2509070,31189,이편한세상 우아,127.155477,35.854368
2509080,31207,우아우성아파트,127.15564840000002,35.85520293
2509090,31164,호성로 우아중,127.1536355,35.85333135
2509100,31167,호성로 우아중,127.1537574,35.85354332
2509110,31166,우아중,127.154624,35.853433
2509120,31082,가련산로.원대한방병원,127.1154564,35.84571856
2509130,31077,가련산로.원대한방병원,127.1155486,35.84538482
2509140,31094,기린대로.원대한방병원,127.11676509999998,35.84824786
2509150,31089,기린대로.원대한방병원,127.116194,35.84805
2509160,31236,원동마을,127.035261,35.857828999999995
2509170,31239,원동마을,127.0350032,35.857817499999996
2509180,32232,원반월마을,127.06157900000001,35.870345
2509190,32231,원반월마을,127.061884,35.870514
2509200,31148,원산정,127.1736991,35.8520747
2509210,31145,원산정,127.1737875,35.852111
2509220,32301,원오신,127.036897,35.8835422
2509240,31605,만경강변.원화전,127.0656409,35.8946013
2509260,31489,월곡마을,127.0609162,35.8783382
2509270,31530,월곡마을,127.11542920000001,35.88435986
2509280,31533,월곡마을,127.11535740000001,35.88451513
2509290,31490,월곡마을,127.06109679999999,35.878333399999995
2509300,31338,월드컵경기장남문,127.06378400000001,35.866143
2509310,31345,월드컵경기장남문,127.063925,35.866239
2509330,32186,월평마을,127.0744,35.8344
2509340,32185,월평마을,127.07393799999998,35.834255999999996
2509350,30978,유일여고.쌍용아파트,127.1581907,35.83723305
2509360,30979,유일여자고등학교,127.15993799999998,35.83723127
2509380,30941,동부대로아중천,127.17315900000001,35.834826
2509400,31616,은평마을,127.1251912,35.89615413
2509410,31617,은평마을,127.1253915,35.89632568
2509420,30825,아중호수.인교마을입구.아중요양병원,127.17348600000001,35.828744
2509430,30820,아중호수.인교마을입구.아중요양병원,127.173378,35.828468
2509440,30810,인봉초교,127.165477,35.827337
2509450,30806,인봉초교,127.16580900000001,35.827071000000004
2509460,31001,인후1동주민센터,127.15619270000002,35.838454999999996
2509480,30896,인후6거리,127.15184679999999,35.83310547
2509490,30904,인후6거리,127.15167959999998,35.83321244
2509500,30994,기린아파트,127.1629457,35.83802125
2509510,30836,인후부영2차아파트,127.16430729999999,35.82924961
2509520,30845,인후부영2차아파트,127.16363229999999,35.830003000000005
2509530,30801,인후부영6차아파트,127.167751,35.82678
